row_id,r,u,v,numerator,denominator_exp2,exact_fraction,way1_normalized_numerator
FQ137754,3,0xf0000000,0x1bba0c0c,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ137755,3,0xf0000000,0x1ccd0b0b,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ137756,3,0xf0000000,0x1ccd0c0c,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ137757,3,0xf0000000,0x1ddc0101,-15393162788864,48,"-15393162788864/2^48","-234881024"
FQ137758,3,0xf0000000,0x1ddc0505,6597069766656,48,"6597069766656/2^48","100663296"
FQ137759,3,0xf0000000,0x1ddc0909,6597069766656,48,"6597069766656/2^48","100663296"
FQ137760,3,0xf0000000,0x1ddc0d0d,6597069766656,48,"6597069766656/2^48","100663296"
FQ137761,3,0xf0000000,0x1eef0101,-6597069766656,48,"-6597069766656/2^48","-100663296"
FQ137762,3,0xf0000000,0x1eef0505,-10995116277760,48,"-10995116277760/2^48","-167772160"
FQ137763,3,0xf0000000,0x1eef0606,8796093022208,48,"8796093022208/2^48","134217728"
FQ137764,3,0xf0000000,0x1eef0707,8796093022208,48,"8796093022208/2^48","134217728"
FQ137765,3,0xf0000000,0x1eef0909,6597069766656,48,"6597069766656/2^48","100663296"
FQ137766,3,0xf0000000,0x1eef0f0f,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ137767,3,0xf0000000,0x1ffe0101,8796093022208,48,"8796093022208/2^48","134217728"
FQ137768,3,0xf0000000,0x1ffe0606,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ137769,3,0xf0000000,0x1ffe0a0a,6597069766656,48,"6597069766656/2^48","100663296"
FQ137770,3,0xf0000000,0x1ffe0e0e,-8796093022208,48,"-8796093022208/2^48","-134217728"
